,ID,FULL TEXT,CREATED AT,LIKE COUNT,FOLLOWERS COUNT,LABEL
,,,,,,
13,1.42E+18,"අපරාධ වාර්තා කොට්ඨාශය නිරීක්ෂණයට ගිය පලමු පොලිස් ඇමති 
Read More: https://t.co/cLgMbNvYoY 
#lka #srilanka",8/1/2021 5:13,0,126,Crime
,,,,,,
14,1.42E+18,ඇමති පුතෙකුගේ විදෙස් පෙම්වතිය බම්බලපිටියේදී ගෙල වැලලාගනී https://t.co/dUlg6caOaM,8/1/2021 5:09,1,1631,Crime
,,,,,,
15,1.42E+18,ඇමති බැසිල් සහ තානාපතිවරුන් අතර හමුවක් https://t.co/D7dkwaEnty #lka #srilanka  #news https://t.co/M5dvRTrdqD,8/1/2021 4:05,0,32,Politics
,,,,,,
16,1.42E+18,"කියුබානු තානාපතිවරයා සහ විදේශ ඇමති අතර සාකච්ඡා #LNW

https://t.co/7iy8pbcdSm",8/1/2021 3:49,0,2269,Politics
,,,,,,
17,1.42E+18,"මම මෙවර සියලු මැති ඇමති දීමනා කපාහැර, පාර්ලිමේන්තුවාර 3ක මුළු මුදලක්, ජනාධිපති වැය ශීර්ෂයෙන් 5% වූ මුදලක්ද යන සියල්ල ගුරු දිරි දීමනාවක් ලෙස ඔවුන් මේ කාලය තුල සිදුකරන online ඉගැන්වීම සඳහා ගෙවීමට බලාපොරොත්තු වේ. මේ මුදලින් නොමිලේ අන්තර්ජාල පහසුකම්ද ඔවුනට ලබාදෙමි. #BuduForPresident",8/1/2021 3:26,22,10548,Politics
,,,,,,
18,1.42E+18,"ජපානය, නෙදර්ලන්තය, මැලේසියාව ඇතුළු රටවල් 06 ක තානාපතිවරු මුදල් ඇමති හමුවෙති https://t.co/zIfNkxKAXp",8/1/2021 2:49,2,22240,Politics
,,,,,,
19,1.42E+18,"Shanthi Fonseka
@GLSFonseka1
·
Jul 29
ඩන්කන් වයිට්  ලෝක වාර්තව තිබ්බෙ  තනියම ගිහින් !  කිසිම වාර්තවක් නොතියා අද යන මිනිස්සු යන්නෙ  අසරන මිනිස්සු, බඩගින්නෙ ඉන්න, ලෝකෙ හතරවටේ ටම නයවෙලා ඉදගෙන, බිලියන ගනනක්  වියදම් කරමින්. ඇමති ටයි, නිලදරින්ටයි හෙන ගහන්න ඕන.!!බන්ගලදෙශයටත් නයවෙලා https://t.co/ah7j4LmO9h",8/1/2021 1:03,2,60,Politics
,,,,,,
20,1.42E+18,"විදුලි බල අමාත්‍ය ඩලස් අලහප්පෙරුම මහතාද කොළඹ සිය නිවෙසේ ස්වයං නිරෝධායනයට යොමුවී සිටී.

ඇමැතිවරයාගේ කාර්ය මණ්ඩලයේ දෙදෙනෙකුට කොවිඩ් ආසාදනය වී ඇති බවට තහවුරු වීමත් සමඟ ඔහු නිරෝධනයට යොමු වී ඇත.

https://t.co/yTxyQ9Jw9P https://t.co/OQj8rpsvXq",7/31/2021 14:28,0,105,Politics
,,,,,,
21,1.42E+18,හිටපු ඇමති පුතාගේ නේපාල ජාතික පෙම්වතිය වැල්ලවත්ත කාමරයේදී ගෙළ වැළලාගෙන https://t.co/1icwMtbKSU,7/31/2021 9:09,1,1631,Crime
,,,,,,
22,1.42E+18,"හිටපු ඇමති පුතෙකුගේ විදෙස් පෙම්වතිය ගෙල වැලලාගනී..

https://t.co/YQiKKgp0Cx",7/31/2021 9:05,1,28580,Crime
,,,,,,
23,1.42E+18,හිටපු ඇමති පුතාගේ නේපාල ජාතික පෙම්වතිය වැල්ලවත්ත කාමරයේදී ගෙළ වැළලාගෙන https://t.co/Ge2fbj5dK8,7/31/2021 8:37,0,1244,Crime
,,,,,,
24,1.42E+18,"හිටපු ඇමති පුතෙකුගේ විදෙස් පෙම්වතිය ගෙල වැලලාගනී..

https://t.co/0GWbTPJF8T",7/31/2021 8:23,2,28580,Crime
,,,,,,
25,1.42E+18,@newsi_lk: අපරාධ වාර්තා කොට්ඨාශය නිරීක්ෂණයට ගිය පලමු පොලිස් ඇමති https://t.co/daVUOIFka8,7/31/2021 8:06,0,591,Crime
,,,,,,
26,1.42E+18,@_minyoongiwife_ ඇයි අක්කේ මේ අය මෙහෙම කරන්නේ... මුන්ට කරන්න වෙන වැඩක් ඇත්තෙම නැද්ද?? අපිත් baby army වෙලා කාලයක් හි?,7/31/2021 8:00,4,441,Other
,,,,,,
27,1.42E+18,"හිටපු ඇමති පුතෙකුගේ විදෙස් පෙම්වතිය ගෙල වැලලාගනී..

https://t.co/n8110zhyAO",7/31/2021 7:53,4,28580,Crime
,,,,,,
28,1.42E+18,හිටපු ඇමති පුතෙකුගේ විදෙස් පෙම්වතිය ගෙල වැලලාගනී.. https://t.co/06tTpQ39sc https://t.co/at0ld6OdcX,7/31/2021 7:53,3,28580,Politics
,,,,,,
29,1.42E+18,@ShayamikaM @pdsiriwardana @AshWarunasuriya @DPMJayawardhan1 @KMeeeaaow @Bandula07160007 @nnalani1231 @DjE6sRhJXFJIrCR @WDN1989 @ApiWenuwen @Udayawickramar1 @KirbyslA @blackaustralian @H_S_KandyHamu @duplicatesiri @Cats1st_ @deshanlasitha7 @uruzikal @Udan,7/31/2021 5:55,0,20,Other
,,,,,,
30,1.42E+18,@newsi_lk: සඳුදා රට අරින තීරණය බොහෝ දුරට වෙනස් වෙන්න පුළුවන් – රාජ්‍ය ඇමති සුදර්ශනී https://t.co/3laLboKqXI,7/31/2021 4:39,0,591,Politics
,,,,,,
31,1.42E+18,මං සෞඛ්‍ය ඇමති කාලෙ වසංගත හයක් තුරන් කලා – මේ ආණ්ඩුවට කොරෝනා තුරන් කරගන්නවත් බෑ! https://t.co/zkZMGwAS3z,7/31/2021 3:27,0,1018,Politics
,,,,,,
32,1.42E+18,කටාන සංවර්ධන සැලැස්මට සියල්ල සූදානම් - මූලික බිම් පරික්ෂාවට ඇමති සුදර්ශිනී එක්වෙයි https://t.co/5XTEW1ToBx,7/30/2021 23:44,1,22240,Politics
,,,,,,
33,1.42E+18,අභිනව නවසීලන්ත මහ කොමසාරිස් අධිකරණ ඇමති හමුවෙයි https://t.co/hWxgftdGIy,7/30/2021 23:22,1,22240,Politics
,,,,,,
34,1.42E+18,"මං සෞඛ්‍ය ඇමති කාලෙ වසංගත හයක් තුරන් කලා.. මේ ආණ්ඩුවට කොරෝනා තුරන් කරගන්නවත් බෑ..

https://t.co/6Hku3LyFuD",7/30/2021 22:23,0,28580,Politics
,,,,,,
35,1.42E+18,මං සෞඛ්‍ය ඇමති කාලෙ වසංගත හයක් තුරන් කලා.. මේ ආණ්ඩුවට කොරෝනා තුරන් කරගන්නවත් බෑ.. https://t.co/TgYfwjaxVW https://t.co/wILYY44bpW,7/30/2021 22:00,1,28580,Politics
,,,,,,
36,1.42E+18,"මං සෞඛ්‍ය ඇමති කාලෙ වසංගත හයක් තුරන් කලා.. මේ ආණ්ඩුවට කොරෝනා තුරන් කරගන්නවත් බෑ..

https://t.co/wLJxW6dNsj",7/30/2021 21:55,0,28580,Politics
,,,,,,
37,1.42E+18,"ඇමති සරත්ගේ යටතේ තිබූ දෙපාර්තමේන්තු දෙකක් ජනපති යටතට පවරමින් අතිවිශේෂ ගැසට් පත්‍රයක්
https://t.co/FGrhFiAfQ6",7/30/2021 16:31,3,8026,Politics
,,,,,,
38,1.42E+18,@tharu__ @Aqibmzm @Nimezzz @Rasikalink වැඩේ තියෙන්නේ ලංකාවට ඔය වසංගතේ ගෙනාපු ඩයල් එක දැන් ඇමති කෙනෙක්නෙ.,7/30/2021 9:51,0,9485,Politics
,,,,,,
39,1.42E+18,හිටපු නියෝජ්‍ය ඇමති සරණ ගුණවර්ධන අල්ලස් කොමිසම විසින් ගොනුකර තිබූ නඩු 8කින් නිදහස් https://t.co/TP6SLkZyeY,7/30/2021 7:18,0,383,Politics
,,,,,,
40,1.42E+18,හිටපු නියෝජ්‍ය ඇමති සරණ ගුණවර්ධන අල්ලස් කොමිසම විසින් ගොනුකර තිබූ නඩු 8කින් නිදහස් https://t.co/0gw0JKYK2B,7/30/2021 7:18,0,3873,Politics
,,,,,,
41,1.42E+18,"ඇමති අරුන්දිකට, දොස්තර අරුන්දික වෙන්න බැරිවුනේ ඇයි? -  https://t.co/vrpIHgF9wA",7/30/2021 6:39,0,289,Politics
,,,,,,
42,1.42E+18,"හිටපු නියෝජ්‍ය ඇමති සරණ නඩු අටකින් නිදහස්
#SLnews #SriLanka 
https://t.co/ouI9A1kObI",7/30/2021 6:34,0,65304,Politics
,,,,,,
43,1.42E+18,"අල්ලස් කොමිසම විසින් ගොනුකර තිබූ නඩු 08 කින් හිටපු නියෝජ්‍ය අමාත්‍ය සරණ ගුණවර්ධන මහතා නිදහස් කරන ලෙස කොළඹ මහෙස්ත්‍රාත් අධිකරණය නියම කළේය.

එම නඩු අද (30) කොළඹ ප්‍රධාන මහෙස්ත්‍රාත් බුද්ධික සී. රාගල මහතා ඉදිරියේ කැඳවනු ලැබීය.

https://t.co/MRUnY8xano https://t.co/admCLn8MnQ",7/30/2021 6:34,0,105,Crime
,,,,,,
44,1.42E+18,"හිටපු නියෝජ්‍ය ඇමති සරණ ගුණවර්ධන නඩු 8 කින් නිදහස් කෙරේ
https://t.co/86upgYsBtm",7/30/2021 5:43,0,35,Crime
,,,,,,
45,1.42E+18,"2007 දී සංවර්ධන ලොතරැයි මණ්ඩලයේ සභාපති ලෙස සිටියදී, එහි වාහන අවභාවිත කළ බවට අල්ලස් කොමිසම පවරා තිබූ නඩු 8 කින්, හිටපු නියෝජ්‍ය ඇමති සරණ ගුණවර්ධන නිදහස් කෙරේ
#SriLanka #LKA #SL https://t.co/nsfNd15DVS",7/30/2021 5:22,0,1277,Other
,,,,,,
46,1.42E+18,"හිටපු නියෝජ්‍ය ඇමති සරණ අල්ලස් නඩු 8කින් නිදහස් 
Watch more&gt;&gt;&gt;
https://t.co/fh3hEkBqFU https://t.co/GDgf6WGZv1",7/30/2021 5:22,5,120164,Other
,,,,,,
47,1.42E+18,@KosalaUdawatta @ApiWenuwen @ShayamikaM @pdsiriwardana @KMeeeaaow @nnalani1231 @Bandula07160007 @DjE6sRhJXFJIrCR @WDN1989 @Udayawickramar1 @KirbyslA @blackaustralian @H_S_KandyHamu @duplicatesiri @Cats1st_ @deshanlasitha7 @uruzikal @UdanaNadun @ceyloninco,7/30/2021 5:20,1,1645,Other
,,,,,,
48,1.42E+18,@RajapaksaNamal @airforcelk ඇමති තුමා හරි පොටෝ එක ගන්න පොටෝ කීයක් ගත්තාද? 😉,7/29/2021 18:12,1,62,Other
,,,,,,
49,1.42E+18,@chamithwije එළදෙනක් හරක් ගාලේ ගාල්කරන්නේ නැතිව ඇමති කමක් දුන්නාම අහන්න වෙන්නේ මේවගේ ගොන් කථා තමයි,7/29/2021 15:23,2,198,Other
,,,,,,
50,1.42E+18,"කඩිනමින් තමාට හිමි එන්නත ලබාගන්න - රාජ්‍ය ඇමති ඉල්ලයි

වයස අවුරුදු 60ට වැඩි පුද්ගලයින් එන්නත්කරණයට ලක්වීමේ වැදගත්කම සෞඛ්‍ය බලධාරීන් නැවත නැවතත් අවධාරණය කරති.
#adaderanasinhala #lka #srilanka #slnews #covid19

වැඩි විස්තර:-https://t.co/Gdlh6DMtjf https://t.co/ogjO0NJ118",7/29/2021 14:22,8,110509,Other
,,,,,,
51,1.42E+18,"දැන් ඔය ක්‍රිකටර්ස් ලා විනය විරෝධී ගමන් ගිහිං තරඟ තහනම් වෙලා දඩ කෑවා වගේ නෙවේ, විනය විරෝධිව ජපානේ ගිය රාජ්‍ය ඇමතිලා ටිකට ජනාධිපති තුමා දඩ ගහලා ඇමති කමෙනුත් එලොපුවම කට්ටියට තේරෙයි  මේ රටේ හැමෝටම තියෙන්නේ එකම නීතියක් කියලා. සර් එක්ක ලේසි වෙන්නේ නැහැ. #වල්කන්ට්‍රිවල්ලෝ #LKA",7/29/2021 14:18,0,208,Other
,,,,,,
52,1.42E+18,"නව සංචාරක ක්ෂේත්‍ර ප්‍රවර්ධනයට සැලැස්මක්

සංචාරක ආකර්ෂණය ඇති නව ජලජ ගුවන් ධාවන පථ පිහිටුවිය හැකි ස්ථාන 150 ක් හඳුනා ගෙන තිබෙන බව සංචාරක ඇමති ප්‍රසන්න රණතුංග මහතා පවසයි.

මේ වන විට ජලජ ගුවන් පථ 11 ක් ක්‍රියාත්මක වන අතර බෙන්තොට ගඟ, කැළණි ගඟ, පොල්ගොල්ල

https://t.co/32XiCTDzUP https://t.co/b8Dxmnf4nC",7/29/2021 14:18,0,105,Politics
,,,,,,
53,1.42E+18,"නව සංචාරක ක්ෂේත්‍ර ප්‍රවර්ධනයට සැලැස්මක්

සංචාරක ආකර්ෂණය ඇති නව ජලජ ගුවන් ධාවන පථ පිහිටුවිය හැකි ස්ථාන 150 ක් හඳුනා ගෙන තිබෙන බව සංචාරක ඇමති ප්‍රසන්න රණතුංග මහතා පවසයි.

මේ වන විට ජලජ ගුවන් පථ 11 ක් ක්‍රියාත්මක වන අතර බෙන්තොට ගඟ, කැළණි ගඟ, පොල්ගොල්ල

https://t.co/32XiCTDzUP https://t.co/97aBKHRulx",7/29/2021 13:32,0,105,Politics
,,,,,,
54,1.42E+18,"නව සංචාරක ක්ෂේත්‍ර ප්‍රවර්ධනයට සැලැස්මක්

සංචාරක ආකර්ෂණය ඇති නව ජලජ ගුවන් ධාවන පථ පිහිටුවිය හැකි ස්ථාන 150 ක් හඳුනා ගෙන තිබෙන බව සංචාරක ඇමති ප්‍රසන්න රණතුංග මහතා පවසයි.

මේ වන විට ජලජ ගුවන් පථ 11 ක් ක්‍රියාත්මක වන අතර බෙන්තොට ගඟ, කැළණි ගඟ, පොල්ගොල්ල

https://t.co/32XiCTlZ3h https://t.co/KNrFjTXZbh",7/29/2021 13:07,0,105,Politics
,,,,,,
55,1.42E+18,ගොවියාගේ ඉල්ලීමට ඇමති මහින්දානන්දගෙන් අමුතු පිළිතුරක් https://t.co/L1wN5bgJWc,7/29/2021 12:53,0,704,Politics
,,,,,,
56,1.42E+18,ඇමති විමල් නිරෝධායනයට - Read More &gt;&gt;&gt; https://t.co/fZ2eUYHBKn #LKA #SriLanka https://t.co/4NAqK0SyoJ,7/29/2021 12:25,1,2025,Politics
,,,,,,
57,1.42E+18,ගොවියාගේ ඉල්ලීමට ඇමති මහින්දානන්දගෙන් අමුතු පිළිතුරක් https://t.co/4wgjaXSnMW,7/29/2021 10:57,0,383,Politics
,,,,,,
58,1.42E+18,ගොවියාගේ ඉල්ලීමට ඇමති මහින්දානන්දගෙන් අමුතු පිළිතුරක් https://t.co/O4GOycp9ps https://t.co/I8HkpD2ZOp,7/29/2021 10:41,0,759,Politics
,,,,,,
59,1.42E+18,ඇමති විමල් දින 14ක් ස්වයං නිරෝධායනයට https://t.co/aurz89vdvR #lka #SriLanka #news https://t.co/nqOakrCtyl,7/29/2021 10:27,1,32,Politics
,,,,,,
60,1.42E+18,"ඇමති විමල් වීරවංශ ස්වයං නිරෝධායනයට
https://t.co/IlFTzhrhqm",7/29/2021 9:32,4,8026,Politics
,,,,,,
61,1.42E+18,"ඇමති විමල් වීරවංශ නිරෝධානයට
https://t.co/l1j9HCr1RH https://t.co/PBvUkIQOvp",7/29/2021 9:08,0,23,Politics
,,,,,,
62,1.42E+18,"ඇමති විමල් දින 14ක් ස්වයං නිරෝධායනයට

කර්මාන්ත අමාත්‍ය විමල් වීරවංශ මහතා දින 14ක කාලයක් සඳහා ස්වයං නිරෝධායනය ට යොමුව තිබේ.
#adaderanasinhala #lka #srilanka #slnews #Wimal

වැඩි විස්තර - https://t.co/IHPK0IjeMK https://t.co/jaLLgb7zRZ",7/29/2021 8:59,4,110509,Politics
,,,,,,
63,1.42E+18,"ඇමති විමල් නිරෝධායනයට ලක් කරයි..

https://t.co/oO3DzFL2Bm",7/29/2021 8:21,1,28580,Politics
,,,,,,
64,1.42E+18,ඇමති විමල් නිරෝධායනයට ලක් කරයි.. https://t.co/HMrawwtICI https://t.co/1MA46pKf6R,7/29/2021 7:57,2,28580,Politics
,,,,,,
65,1.42E+18,@newsi_lk: ඇමති විමල් වීරවංශ නිරෝධානයට https://t.co/u7fVWleRRn,7/29/2021 7:56,2,591,Politics
,,,,,,
66,1.42E+18,"ඇමති විමල් නිරෝධායනයට යොමු වෙයි
https://t.co/nxoZCXMmzN https://t.co/M1ztxmsOJy",7/29/2021 7:51,0,35,Politics
,,,,,,
67,1.42E+18,කොතලාවල විශ්වවිද්‍යාල පනත විවාදයට ගන්න කලින් ඇමති චමල් මන්ත්‍රීවරු හමුවෙන්න සූදානමින් - Read More &gt;&gt;&gt; https://t.co/PiAGHJgsOB #LKA #SriLanka https://t.co/lKLBsPMjcU,7/29/2021 6:13,1,2025,Politics
,,,,,,
68,1.42E+18,"https://t.co/MUuqoPP71p

කොතලාවල පනතේ විවාදයට පෙර මන්ත්‍රීවරුන්ට ඇමති චමල්ගේ ප්‍රධානත්වයෙන් විශේෂ සාකච්ඡාවක්

වැඩි විස්තර 👇
https://t.co/BK9TUhVyBI https://t.co/NBUObPt97K",7/29/2021 5:55,0,662,Politics
,,,,,,
69,1.42E+18,"කොතලාවල පනතේ විවාදයට පෙර මන්ත්‍රීවරුන්ට ඇමති චමල්ගේ ප්‍රධානත්වයෙන් විශේෂ සාකච්ඡාවක්
https://t.co/JM6DSngfrF https://t.co/S0TgwKvrzU",7/29/2021 5:54,0,35,Politics
,,,,,,
70,1.42E+18,@ranjanieguruge මේ පරයාට ඇමති ධූර ලබා දී විල්පත්තුවත් නින්දගමක් සේ බාර දී මූව ඔසොවා තැබීමට අබ මල් රේණුවක් ත,7/29/2021 5:17,2,1956,Other
,,,,,,
71,1.42E+18,"ඩන්කන් වයිට්  ලෝක වාර්තව තිබ්බෙ  තනියම ගිහින් !  කිසිම වාර්තවක් නොතියා අද යන මිනිස්සු යන්නෙ  අසරන මිනිස්සු, බඩගින්නෙ ඉන්න, ලෝකෙ හතරවටේ ටම නයවෙලා ඉදගෙන, බිලියන ගනනක්  වියදම් කරමින්. ඇමති ටයි, නිලදරින්ටයි හෙන ගහන්න ඕන.!!බන්ගලදෙශයටත් නයවෙලා, රට  චීනයටත් උගස්තියලා https://t.co/anYzUVjQLe",7/29/2021 4:58,2,60,Other
,,,,,,
72,1.42E+18,ඇමති තෙහෙළිය කියන්නේ බොරු බව ඇමති රොෂාන් කියයි. https://t.co/Hl8jQRGsjg,7/29/2021 4:12,0,201,Politics
,,,,,,
73,1.42E+18,පොලිස් ඇමති සරත් වීරසේකර මහතාට ස.ජ.බ.පා.මන්ත්‍රී හරීන් මහතාගෙන් විවෘත ආරාධනයක් ... https://t.co/FmAp6zKOpP,7/28/2021 15:57,5,140,Politics
,,,,,,
74,1.42E+18,@ApiWenuwen @KosalaUdawatta @ShayamikaM @KMeeeaaow @Bandula07160007 @DjE6sRhJXFJIrCR @pdsiriwardana @AshWarunasuriya @WDN1989 @Udayawickramar1 @KirbyslA @blackaustralian @H_S_KandyHamu @duplicatesiri @Cats1st_ @deshanlasitha7 @uruzikal @UdanaNadun @ceylon,7/28/2021 15:12,3,235,Other
,,,,,,
75,1.42E+18,@ApiWenuwen @KosalaUdawatta @ShayamikaM @KMeeeaaow @Bandula07160007 @DjE6sRhJXFJIrCR @pdsiriwardana @AshWarunasuriya @WDN1989 @Udayawickramar1 @KirbyslA @blackaustralian @H_S_KandyHamu @duplicatesiri @Cats1st_ @deshanlasitha7 @uruzikal @UdanaNadun @ceylon,7/28/2021 14:57,2,235,Other
,,,,,,
76,1.42E+18,සුව සැරිය ගිලන් රථ සේවාව ගැන හිටපු ඇමති හර්ෂ ද සිල්වා අදහස් දක්වයි https://t.co/CrQjGwpSiI,7/28/2021 14:34,7,65304,Politics
,,,,,,
77,1.42E+18,ජාතික අවශ්‍යතාවක් ලෙස සලකා දරුවන්ගේ අධ්‍යාපනයට ඉඩ වෙන් කරන්න - ඇමති කෙහෙළිය මාධ්‍යයෙන් ඉල්ලයි - Read More &gt;&gt;&gt; https://t.co/sfQ8BrTyRP #LKA #SriLanka https://t.co/gvgxkvAsXn,7/28/2021 13:11,0,2025,Politics
,,,,,,
78,1.42E+18,"ඔලිම්පික් තරගාවලියට ක්‍රීඩකයො 08 යි ඇමතිවරු 04 යි - ඉඩම් ඇමති ඔලිම්පික් ගියේ මොකටද? (VIDEO) https://t.co/POsw4xxewy
@Sesiri @jehan_hameed @milindarj @Media_NR @BizColombo @PodujanaParty @KirbyslA @ViyathmagaSL @CBSL     
@Sesiri @Sesiri where are you??",7/28/2021 11:53,0,206,Other
,,,,,,
79,1.42E+18,"බැසිල් ලංකාව බේරගන්න විදිය සරලව.

බයික් එක = ලංකාව

බයික් එක පිටිපස්සෙන් අල්ලන්නෙ= හිටපු මුදල් ඇමති

බයික් ඉස්සරහින් අල්ලන්නෙ= අලුත් මුදල් ඇමති බැසිල්. https://t.co/QEn1vygpor",7/28/2021 9:14,0,1822,Politics
,,,,,,
80,1.42E+18,"ඔය දුප්පත් මිනිස්සුන්ට ඕවට බැනලා වැඩක් නෑ. ඔය මිනිස්සුන්ට ඕවා තේරුමකුත් නෑ. ඒ මිනිස්සු අසරණයි. 

ඔය මිනිස්සු කොහොමද හිටපු ඇමති කෙනෙක් එක්ක හැප්පෙන්නෙ? https://t.co/O15oHjoFKp",7/28/2021 6:54,29,2305,Other
,,,,,,
81,1.42E+18,"මැද පෙරදිග සහ ආසියානු රටවල රාජ්‍ය තාන්ත්‍රිකයන් පිරිසක් මුදල් ඇමති හමුවෙයි
https://t.co/Kqe88Utzr0 https://t.co/sRih3qAeNd",7/28/2021 5:51,0,35,Politics
,,,,,,
82,1.42E+18,"මැද පෙරදිග සහ ආසියානු රටවල රාජ්‍ය තාන්ත්‍රිකයන් පිරිසක් මුදල් ඇමති හමුවෙයි

වැඩි විස්තර 👇
https://t.co/aHOrJF2r3W

https://t.co/MUuqoPP71p https://t.co/zaylzWS8ra",7/28/2021 5:18,0,662,Politics
,,,,,,
83,1.42E+18,@newsi_lk: මහකොමසාරිස්වරු සහ තානාපතිවරු කිහිපදෙනෙක් මුදල් ඇමති හමුවෙයි https://t.co/8beHvF9xEb,7/28/2021 4:34,0,591,Politics
,,,,,,
84,1.42E+18,මැදපෙරදිග සහ ආසියා රටවල රාජ්‍ය තාන්ත්‍රිකයින් රැසක් මුදල් ඇමති හමුවෙයි - Read More &gt;&gt;&gt; https://t.co/3BsFnKH7v2 #LKA #SriLanka https://t.co/yqV5Mc8MDs,7/28/2021 4:06,0,2025,Politics
,,,,,,
85,1.42E+18,"“ගුරුවරු දෙලක්ෂ පනස්දාහකට ස්මාට්ෆෝන් අරන්දෙන්න පුළුවන්කමක් නෑනේ” - අධ්‍යාපන රාජ්‍ය ඇමති 
We cannot provide #smartphones to 250,000 #teachers, says #SriLanka #government. 
#Covid19 #remotelearning #OnlineEducation 
https://t.co/M1L8w7JfyI",7/28/2021 3:22,47,48051,Politics
,,,,,,
86,1.42E+18,වයස අවුරුදු 18 ට අඩු අය සේවයේ යෙදවීම සම්පූර්ණයෙන්ම තහනම් කරනවා-  කම්කරු ඇමති - Read More &gt;&gt;&gt; https://t.co/ayy9XHUUBt #LKA #SriLanka https://t.co/sTzNc0hNRO,7/28/2021 3:20,0,2025,Politics
,,,,,,
87,1.42E+18,@Ranindu_ මීට කලින් අම්පාරෙ ගොවියෙකුට මැණිකක් හම්බවුණා කිලෝ පනහක් විතර අද ඒ මනුස්සයා හිගා කනවා 😅 ඇමති ,7/28/2021 2:47,0,77,Other
,,,,,,
88,1.42E+18,"මුදල් ඇමති මැද පෙරදිග හා ආසියානු රටවල රාජ්‍යතාන්ත්‍රිකයින් හමුවෙයි

මැද පෙරදිග සහ ආසියානු රටවල රාජ්‍යතාන්ත්‍රිකයින් රැසක් මුදල් අමාත්‍ය බැසිල් රාජපක්ෂ මහතා හමුවී තිබේ.

#adaderanasinhala #lka #srilanka 
වැඩි විස්තර - https://t.co/QX2xRX5pee https://t.co/twfu7O7zyE",7/28/2021 2:16,6,110509,Politics
,,,,,,
89,1.42E+18,"මං හිතන්නෙ බඩුඩීන් කියන්නෙ හිටපු ඇමති කෙනෙක් නිසා පොලිසිය ගනන් ගන්නැති වෙයි, නැත්තන් උගෙ පවුලෙ එවුන් කරදර කරයි කියලා වෙන්නැති ඒ අම්මා ඒක කියන්නැතුව ඉන්න ඇත්තෙ. අනික ණයක් හිලව් කරන්නනෙ වැඩකාරකමට අරන් ගිහිං තියෙන්නෙ. ණය දුන්න එකාත් කරදර කරනවනෙ ඕවා කියන්න ගියොත් https://t.co/hErK8SSQqV",7/28/2021 1:42,2,1479,Other
,,,,,,
90,1.42E+18,@KaviSenu ඇමති වරු හතරක් ජපාන සවාරිය ගිය සල්ලි වලින් මේ ලමයින්ට ජාතික කොඩිය 🇱🇰 මහපු ඇඳුමක් දෙන්න බැරි ?,7/28/2021 1:26,11,3245,Other
,,,,,,
91,1.42E+18,ගම්පහ ශ්‍රීලනිප අවුල: පාක්ෂිකයන් වෙන මතයක - රාජ්‍ය ඇමති තව මතයක https://t.co/7ubkXECnfs,7/27/2021 21:51,0,704,Politics
,,,,,,
92,1.42E+18,ගම්පහ ශ්‍රීලනිප අවුල: පාක්ෂිකයන් වෙන මතයක - රාජ්‍ය ඇමති තව මතයක https://t.co/9UejrVAIso,7/27/2021 20:37,0,1244,Politics
,,,,,,
93,1.42E+18,අපේ ඉඩම් ඇමති රොෂාන් රණසිංහත් ඉන්නවා 👏 https://t.co/MpjmOrlUEw,7/27/2021 20:34,3,2015,Politics
,,,,,,
94,1.42E+18,ගම්පහ ශ්‍රීලනිප අවුල: පාක්ෂිකයන් වෙන මතයක - රාජ්‍ය ඇමති තව මතයක https://t.co/eq116BpCj1 https://t.co/T8Q3PACuPr,7/27/2021 19:35,0,759,Politics
,,,,,,
95,1.42E+18,"ජපානයෙන් ඇස්ට්‍රාසොනිකා එන දවස ""දෙවියෝ තමයි දන්නේ"" - ඇමති ජයසුමන -  https://t.co/EOc2Z60o89",7/27/2021 18:13,1,289,Politics
,,,,,,
96,1.42E+18,"කම්කරුවන්ගේ ඇමති තොණ්ඩමන්ගේ අවමගුල ගැන කවි ලියපු උන් කාටවත් රටටම වැඩක් කරපු මහරාජාගේ (කොරෝනා නිසා මියගිය) අවමගුල ගැන වගේ වගක් නැති කමට තමයි නිවහල්, මධ්‍යස්ථ දේශප්‍රේමීත්වය, සබෞද්ධ ජාතිකත්වය, ජාත්‍යාලය කියන්නේ 😜🙏🇱🇰 #ලිංගෙම්බෝ #COVID19SL",7/27/2021 15:33,1,854,Other
,,,,,,
97,1.42E+18,"බස්නාහිර 30ට වැඩි 95% කට එන්නත්කරණය අවසන්
Watch more&gt;&gt;&gt;
https://t.co/gHbzH2yVPP https://t.co/go65RjMxEE",7/27/2021 14:15,11,120164,Other
,,,,,,
98,1.42E+18,"මැදපෙරදිග සහ ආසියානු රටවල රාජ්‍ය තාන්ත්‍රිකයන් රැසක් මුදල් ඇමති හමුවෙයි
Watch more&gt;&gt;&gt;
https://t.co/cU62jEVcvy https://t.co/pkmIdX91o3",7/27/2021 14:14,10,120164,Politics
,,,,,,
99,1.42E+18,"මැදපෙරදිග සහ ආසියානු රටවල රාජ්‍ය තාන්ත්‍රිකයෝ මුදල් ඇමති හමුවට 
https://t.co/BQRqQVJYCC",7/27/2021 13:48,1,837,Politics
,,,,,,
100,1.42E+18,@lllochana මහ ඇමති වගේ එකක් බෑද ගමේ කමට🤭😂♥️👊,7/27/2021 13:38,1,3811,Other
,,,,,,
