ID,User,CREATED_AT,LABEL,stemming_words
226,1.41E+18,7/9/2021 3:49,Other,වැඩ බැරි නන්දේ නාමධාරී ලංකා ඉතිහාසයේ අටර් ෆේල් රජා ගෝඨාභය රාජපක්ෂ රට අතේ සතේ නැති බංකොලොත්භාවයට ඇද දමා තිබිය ඊයේ එක් දිනක් තුල දේශපාලන නායකයන් වෘත්තීය සමිති නායකයන් ක්රියාධරයන් රාශියක අත් අඩංගුව ගනිමින් වියරු රංගනයක ආරම්භ කරනවාත් ගොනා හැරෙන්න පොල් පැලේ
228,1.41E+18,7/9/2021 3:07,Politics,දේශපාලන ගොබ්බයෝ නේ ඉන්නේ හොද දෙයක් කරත් ඒකට විරුද්ධ තමන්ගේ පක්ශේ ගොඩ දාගන්න බැරි හින්දා
230,1.41E+18,7/9/2021 2:30,Politics,කොරල තියෙන හරිය පේනවනේ හැමදාම ඔය බනේ තමයි දේශපාලන චරිත වලට ආදරය කිරීමත් දෙදෙනෙක් ඇතිව
232,1.41E+18,7/9/2021 2:16,Other,වඩිනවා නෙමෙයි වඩ්ඩවනවා ජාතිය ආගම කැක්කුම තියන උන් හර වගෙ උද්ඝෝෂණ කලෙ මිත්රයා මේවා කාලෙන් කාලෙට පක්ෂ වලින් නිර්මාණය කරන දේශපාලන අතකොළු මුං ෆේක් දේශප්රේමියො
234,1.41E+18,7/9/2021 2:14,Other,සියලුම දේශපාලන පක්ෂව මෝඩ තීරණ විවේචන නොකර සුද්ද කරන පක්ෂ වහලුන් සිටින තාක්කල් රට හැදිය නොහැක දැනුත් ට්විටර් අවකාශ ආණ්ඩුව විවේචන කරන ගොඩක් දෙනා රට හිතන අවංක අයවලුන් නොව පක්ෂයක වහලෙක් තත්වය දියුණුයි සම්මත රටවල දකින්න ලැබෙනව අඩුයි
236,1.41E+18,7/9/2021 1:37,Politics,දේශපාලන ක්රියාකාරීන් අත්අඩංගුව ගැනීමට එරෙහි එජාප නඩු මඟ
238,1.41E+18,7/9/2021 1:05,Politics,උද්ඝෝෂණකරුවන් අත්අඩංගුව ගැනීමට එරෙහි පියවර ගන්න
240,1.41E+18,7/9/2021 1:04,Other,ශ්රීමත් ජෝන් කොතලාවල ආරක්ෂක විශ්වවිද්යාල ලොව කීර්තිමත් ආරක්ෂක අභ්යාස විද්යාලයක
242,1.41E+18,7/9/2021 0:22,Other,පොහොට්ටු පක්ෂයේ කඩේ දේශපාලන හාමුදුරුවෝ හට අදාල වෙනවා නේද පක්ෂවහලුන් පුනරුත්ථාප
244,1.41E+18,7/8/2021 18:01,Other,මේව කරගන්න අසද මේක දේශපාලන මගුලක් නෙමෙයි කියවන්න
246,1.41E+18,7/8/2021 17:23,Other,ඔයිට අන්ත කමන්ට් මැසේජ් මට ඇවිත තියෙනවා ෆොටෝස් ශෙයා වුණා කරා කියලා එහෙම
248,1.41E+18,7/8/2021 16:33,Politics,අපි ඉපදුන රටේ මේකෙ ඉන්න දේශපාලන හිඟන්නො තමා අපට වඳයක් උනේ මුන්ට ඕන මේකෙ තියන හැම දෙයක්ම ස
250,1.41E+18,7/8/2021 16:27,Entertainment,නිශ්ශංකගේ ව්යාපාරික ඥාණය වපසරිය සාම්ප්රදායික ව්යාපාරික ක්රමවල ඔබ්බටය ඔහු ව්යාපාරික ක්ෂේත්රයේ මානයන් සොයා සැරි සෑරුවේය ඔහු රටට විදෙස් විනිමය ගෙන උල්පත විය පාහර පාදඩ දේශපාලන ක්රමය උල්පත වසා දමන්න උත්සාහ කළද
252,1.41E+18,7/8/2021 15:10,Other,දේශපාලකයින් පුම්බන්නේ මාධ්යයි දේශපාලන හොරු අවසානෙට බිහි වෙයි
254,1.41E+18,7/8/2021 14:09,Other,දේශපාලන වාසි ජනමාධ්ය ජඩමාධ්ය පරිවර්තන වූවා සේම අපේක්ෂිත වාසි නොලැබෙන කල්හි ජඩමාධ්යයන් ජනමාධ්යයන් පත් වනු ඇත එදින ඔවුන් සුදු රෙදි නිරුවත කර එහි පැල්ලම් වර්ග කර අපට පෙන්නාවි එතෙක් සුදු රෙදි වල ලේ පැල්ලම් ඔබේ ලේ නොවී වගබලා ගන්න
256,1.41E+18,7/8/2021 13:09,Entertainment,දවස කාලීන දේශපාලන වැඩසටහන
258,1.41E+18,7/8/2021 12:45,Politics,කියළ වැඩක් මේව තමයි නියම දේශපාලන ප්රහාර
260,1.41E+18,7/8/2021 11:34,Other,ගුරු නායකයන් දේශපාලන ක්රියාධරයන් නිරෝධා
262,1.41E+18,7/8/2021 10:14,Other,ගොඩ එන රටවල් නෙමේ දේශපාලන ෆෑන් බේස් එක්ක බලද්දි
264,1.41E+18,7/8/2021 9:08,Other,තමන්ගේ ඇමරිකන් පුරවැසිකම ඉවත් නොකොට අපේ රට උගසට තියන් දේශපාලන කරන කෙනා තමන්ගේ දුවත් ඇමරිකන් කාරයෙකුට විවාහ කර දුන් බැසිල් රට හදයි කියලා හිතෙන වාසනාවන් අම්මා පල්ලා
266,1.41E+18,7/8/2021 7:21,Other,දේශපාලන කරන අය ආශ්රය කලාම මෙහෙම බොරු පච කෙප්ප බේගල් කියවෙන
268,1.41E+18,7/8/2021 7:19,Other,රට රකින දේශපාලන බහිරවයන් සිටින සැමදා නිධාන උඩ හිගා කන උතුම් ජාතිය ජයෙන් උදාරයි ඉන්දියන්සාගරයේමුතුඇටය ආසියාවේආශ්චර්ය
270,1.41E+18,7/8/2021 6:31,Politics,ප්රජාතන්ත්රවාදී අයිතීන් මර්දනයට එරෙහි කඩිනමි පෙළගැසෙමු සියලු දේශපාලන පක්ෂ වෘත්තීය සමිති බහුජන සංවිධාන එක් පෙරමුණකට පැමිණ කඩිනම් විරෝධයක පළකිරීම පෙරමුණ ගත යුතු සිවිල් සංවිධාන කියයි
272,1.41E+18,7/8/2021 5:51,Politics,සිරස ශක්ති සියත ආයතන වලට පහර විනාස කරපු කළු ඉතිහාසයත මාධ්ය ආයතන බලපත්ර දේශපාලන අරමුණු ලබාදුන් අහෝසි කළ ඉතිහාසය පාලකවරයා තිබෙනව ඉතිහාසය ආයෙ වෙන්ඩ බැහැ අපි සිරසශක්ති මාධ්ය නිදහස පෙනී සිටිනව
274,1.41E+18,7/8/2021 4:39,Politics,ප්රජාතන්ත්රවාදී රටක දේශපාලන ක්රම දීර්ඝ කාලීන මැසිවිලි තියෙන්න ඔට්ටු
276,1.41E+18,7/8/2021 4:24,Politics,මුදල් ඇමැති බැසිල් දේශපාලන ඉතිහාසය වෙනස් කරයි
278,1.41E+18,7/8/2021 3:01,Politics,දේශපාලන පක්ෂ නිවැරදි දිශාවට ගමන් කරමින් ඓතිහාසික වගකීම් භාර ගත යුතු චීන ජනපති කියයි
280,1.41E+18,7/7/2021 19:40,Politics,එන්න මම ගැටලුව එකම කෙනා සිටිමි මම ශ්රී ලංකාවේ ගෙදර සිටියා මම
282,1.41E+18,7/7/2021 17:02,Other,අපි පෙනුන අපි තියෙන්නේ කනගාටුදායක සෞඛ්ය සේවයක් ලෝකෙම වසංගත දුක් විදිනකොට අපේම
284,1.41E+18,7/7/2021 16:02,Other,රාජ්ය ත්රස්තවාද පරාජය කිරීම සදහා රටේ යුක්තිගරුක පුරවැසියන් දේශපාලන පක්ෂ පාට බේදයකින් තොරව එක්වී ක්රියාකල යුතුයි
286,1.41E+18,7/7/2021 15:55,Politics,යු ඈන් පි එකේ මාතර සංවිධායකයකු ව සිටි ප්රමෝද්ය පොහොට්ටුව පෑන්න පොහොට්
288,1.41E+18,7/7/2021 15:27,Politics,තෙලිකඩ මාජූවාන ප්රාදේශීය බල මණ්ඩලයේ ප්රධාන දේශපාලන ක්රියාකාරින් හිටපු ප්රාදේශීය සභා මන්ත්රී නිහල් වීරසිංහ මහතාගේ නිවසේදී රැස්වූ අවස්ථාව
290,1.41E+18,7/7/2021 14:08,Politics,අඩ සියවස කාලයක් රටේ පාලනය බාර දුන් ආණ්ඩුවල සිදුවී දේවල බුද්ධිය විමසා එළබෙන ඉදිරි මැතිවරණයකදී ප්රධාන ධාරාවේ දේශපාලන පක්ෂ අතරින් බලය නොලැබූ මූලික වූ දේශපාලන ප්රවාහය රාජ්ය බලය ලබා දීම කාලයේ අවශ්යතාවය මගේ හැගීමයි
294,1.41E+18,7/7/2021 13:13,Entertainment,දවස කාලීන දේශපාලන වැඩසටහන
296,1.41E+18,7/7/2021 12:55,Politics,ජවිපෙ ප්රබල දේශපාලන ක්රියාකාරීයෙකු අත්අඩංගුව
298,1.41E+18,7/7/2021 11:08,Politics,චීන කොමියුනිස්ට් පක්ෂයට වසරක් සැපිරීම පැවති ලෝක දේශපාලන පක්ෂ ඔන්ලයින් සමුළුවට අග්රාමාත් මහින්ද රාජපක්ෂ මැතිතුමන් ප්රමුඛ නියෝජිත පිරිසක් ඊයේ අරලියගහ මන්දිරයේ සම්බන්ධ වූ
300,1.41E+18,7/7/2021 11:08,Politics,ජවිපෙ ප්රබල දේශපාලන ක්රියාකාරීයෙකු අත්අඩංගුව
302,1.41E+18,7/7/2021 9:34,Other,එම්එම්ටී න්යාය ඒකනං ඒක නැතිව පෘථග්ජනකායෙ එකෙක්වත් ඔළුවවත් හෙලවන්නෙ නැති එකේ ඒක පුදුමයක
304,1.41E+18,7/7/2021 7:48,Politics,දේශපාලන ජීවිතය මම මඟහැරලා පැනලා ගිහින් ගම්මන්පිල
306,1.41E+18,7/7/2021 7:38,Other,ඔය ගෑණු වලි වලට හොඳ අපි තමයි කළේ දේශපාලන නූල් ඕවා වැඩක් නැති දේවල
308,1.41E+18,7/7/2021 7:23,Other,මනස සහිත දේශපාලන ස්ත්රී කතිකාචාර්ය හෝ මහාචාර්ය පිරිස් පිලිවෙල අහිමි හිස්ටරික ගෑනු සෙක්ස් කිරීමට හෝ ඊට පොලඹා ගැනීමට නොයායුතුයසෙක්ස් හෝ ලව් කලයුත්තේ සුන්දර සාමාන් ස්ත්රී සමගය
310,1.41E+18,7/7/2021 6:46,Other,ඇරලා ආගමික ස්ථාන වැහුවේ දේශපාලන උවමනා
312,1.41E+18,7/7/2021 6:27,Other,දක්ෂ පක්ෂග්රාහී නොවන දේශපාලන නායකත්ව රටක් පාලනය කරන රටට එන ඕනෑම බාධක මැ
314,1.41E+18,7/7/2021 6:09,Other,ප්රජාතන්ත්රවාදී ව්යාපාරය නොකඩවා නායකත්ව සැපයූ දේශපාලනයේ දැවැන්තයෙකු වූ ශ්රී ජයවර්ධනපුර විශ්වවිද්යාලයේ දේශපාලන විද්යා අධ්යයනාංශ ප්රධානී මහාචාර්ය ටෙරන්ස් පුරසිංහයන්ගේ අකල් මරණය අපගේ හෘදයාංගම ශෝක කණගාටුව ප්රකාශ කරමු
316,1.41E+18,7/7/2021 3:17,Other,අපේ මිත්රත්ව සලකල මෙහෙම කරපු රටවල් තියෙනව විශේෂයෙන් අපේ දේශපාලන පක්ෂ ඇගයීම
318,1.41E+18,7/7/2021 2:57,Other,එක දැම්ම දේශපාලන රසකතා මේකෙ එකෙත් බාගෙට බාගයක්ම දේශපාලනය ගැනසමහරක් මේකත් එපා වෙනවා
320,1.41E+18,7/7/2021 2:22,Other,විදෙස් රටක දේශපාලන පක්ෂයක් මෙරට බැංකුව රු පහත සඳහන් කාසිය නිකුත්කරයි ශ්රී ලාංකික පුරවැසියෙකු මාගේ බලවත් විරෝධය
322,1.41E+18,7/7/2021 2:21,Politics,හිටපු ජනපති මෛත්රී ඇමරිකා තානාපති හමුවක් අනතුරුව ශ්රීලනිප හදිසි දේශපාලන මණ්ඩල සාකච්ඡාවක්
324,1.41E+18,7/6/2021 18:56,Other,බයි ටොයි ජෙප්පෝ සියල්ලම වහල්ලු දේශපාලන බැතිමත්තු
326,1.41E+18,7/6/2021 17:29,Politics,මැතිතුමා අද දින ලෝක දේශපාලන පක්ෂ නායක සමුළුවට සහභාගී වුණා අන්තර්ජාල ඔස්සේ සංවිධානය කර තිබූ
330,1.41E+18,7/6/2021 17:06,Politics,ස්වාධීන අපේක්ෂකයොන්ට ජන්දෙ දීල වැඩක් කියල සිරිසේන ඔප්පු කරා දේශපාලන අත්දැකීම් න
332,1.41E+18,7/6/2021 16:55,Other,වාසනාවන් මගේ දරුවෝ දෙන්නගේ අනාගත මම මාර බයෙන් හිටියේ බයත් ගියා ඇමරික
334,1.41E+18,7/6/2021 16:15,Other,විශ්ව විද්යාල ආචාර්යවරයෙක් විද්යාර්ථීන්ට දැනුම බෙදාදීමෙන් නොනැවතී පුරවැසියන් දේශපාලන දැනුමෙන් සන්නද්ධ කිරීමට ඔබ අපමන වෙහෙසක් ගත්තේය අපෙන් සමුගෙන ආචාර් ටෙරන්ස් පුරසිංහ මැතිතුමනි ඔබට නිවන සුව
336,1.41E+18,7/6/2021 16:13,Sport,මම මම් ක්රිකට් සභාපතිකමට අර්ජුන එනවට කැමති මම කැමති රොශාන් මහානාම වගේ කිසිම දේශපාලන ස
338,1.41E+18,7/6/2021 15:24,Other,අපේ රටේ ත්රිවිධ හමුදාව කියන්නේ කාලයේ හිටපු කොළ කොටි කහා බළල්ලු එකී නොකී දේශපාලන මැරයෝ නොවෙයි බටහිර ජාතිකයෝ ලෝකය පෙන්වන්න හදන පැතිකඩ පණක් නැති ආයුධ අතට ගත්තු නුගත්
340,1.41E+18,7/6/2021 15:12,Other,ශ්රී ජයවර්ධනපුර විශ්ව විද්යාලයේ දේශපාලන විද්යාව මහාචාර්ය ටෙරන්ස් පුරසිංහ මහතා අද අභාවප්රාප්ත වී ඇත
342,1.41E+18,7/6/2021 14:29,Other,පරික්ෂණ ප්රමාණය අවම විමේ ප්රතිඵලය දිනෙන දින අඩු කෝවිඩ් ආසාදිතයන් සංඛ්යාව උලුප්පා රටේ කෝවිඩ් තත්වය පාලනය කලාය යන්න දේශපාලකයෙකු ප්රකාශ කරමින් රටේ ජනතාව මුලා කරන්නේ දේශපාලන වාසි ලබාගැනිම තමන්ගේ නොහැකියාව වසාගැනිමට ගන්නා උපක්රම පැහැදිලිය
344,1.41E+18,7/6/2021 14:00,Other,ශ්රී ජයවර්ධන පුර විශ්ව විද්යාලේ දේශපාලන විද්යා අධ්යන අංශයේ මහාචාර්ය ටෙරන්ස් පුරසිංහ මහතා මීට සුළු මොහොතක පෙර අභාවප්රාප්ත වී ඇත
346,1.41E+18,7/6/2021 13:13,Entertainment,කොරෝනා හමුවේ පාසල් අධ්යාපනය කොයිබට දවස කාලීන දේශපාලන වැඩසටහන
348,1.41E+18,7/6/2021 12:43,Other,දේශපාලන මඩ ගොහොරුවේ බැස්සොත් ඉතිං ගා ගන්න මඩ හෝදනව බොරු
352,1.41E+18,7/6/2021 9:59,Other,වීරයන් හිස් පඹයන් හෝ හිස් පඹයන් වීරයන් පරිවර්තන කිරීමට අවශ්ය වන්නේ එක් දේශපාලන වේදිකාවක ජයගැනීම පමණි
354,1.41E+18,7/6/2021 8:50,Entertainment,දේශපාලන අර්බුදය රාජපක්ෂ වරුන් ශ්රී ලංකාවේ අනාගත
356,1.41E+18,7/6/2021 4:30,Politics,වෘත්තිය සමිති නැත්නම් කම්කරු වන්ගේ ශ්රමය පාලකයින් සුරා කන්න බලනවාවිශේෂයෙන්ම ප
358,1.42E+18,7/14/2021 1:35,Entertainment,අතීත මතක වසර කට පෙර එළිමහන් සංගීත ප්රසංගයක් සම්බන්ධ පෝස්ටර
360,1.41E+18,7/12/2021 14:27,Entertainment,දින තුන හතරේ දානෙ නැතිව ඉඳල තියෙනවාමම ඒදවස් වල සංගීත කණ්ඩාය
362,1.41E+18,7/11/2021 15:48,Entertainment,ක්ම අපේ වගේ සාහිත්ය චිත්රපට සංගීත වේදිකා නාට්ය කලාවේන් අන්ද ඌ සමාජයක ආදරය ප්ර
364,1.41E+18,7/10/2021 11:48,Entertainment,සිනමාපටයේ පළමු පූර්ව ප්රචාරක පෝස්ටර මීට සුලු මොහොතක පෙර අන්තර්ජාල නිකුත් කළා අධ්යක්ශණය කරන සිනමාපටයට රංගනයෙන් එක්වී සිටී සංගීත අධ්යක්ෂණය විසිනි
366,1.41E+18,7/8/2021 9:02,Entertainment,සංගීත වීඩියෝව සහභාගි කොරියා මාධ්ය වාර්තා කරයි හෝ ඔවුන්ගේ ආයතනය මඟින් නොවන සංගීත වීඩියෝවක පෙනී සිටින පළමු අවස්ථාව මෙය වේ
368,1.41E+18,7/8/2021 6:31,Other,සංගීත පුටු තරගේ
370,1.41E+18,7/7/2021 6:44,Entertainment,පිනවන්ට සව ඇසුවන්ගේ සොඳින් සංගීත සිංහලද්වීපේ මා වාගෙ උගත කාලෙ අයෙක නැත ඊට දුර්ජනා කෝපේ මෝඩකමක් ඇද්ද රටේ මා එක්ක ඇය් කෝපේ ඇන්නෑ ඊර්ෂ්යා මුන්ගේ මෝඩකම් පේනා ඇහනෙසිංදු නූර්තිගී
371,1.42E+18,7/17/2021 7:34,Other,සන්ධ්යාගේ මතක සත්ය යුක්තිය සිය ආදරණීය බලහත්කාරි අතුරුදහන් කිරීමට ලක් වූ මිනිසුන් වේදනාව අපිරිමිතයි ඔවුන් සෑම දිනකම හුස්ම ගන්නේ තම ආදරණීයයා කොහේ කෙසේ සිටිනවාදැයි තැවෙමින්
373,1.42E+18,7/17/2021 3:30,Entertainment,ලෝක හදුනාගත පියාසර වස්තූන් දිනය ලෝක චොකලට් දිනය ලෝක ජනගහන දිනය ලෝක යොවුන් හැක
375,1.42E+18,7/17/2021 2:45,Entertainment,ජාත්යන්තර යුක්තිය ලෝක දිනය සෑම වසරකම ජූලි දින සමරනු ලබන්නේ ජාත්යන්තර යුක්තිය ශක්තිමත් කිරීමේ ක්රමය හඳුනා ගැනීම වින්දිතයින්ගේ අයිතිවාසිකම ප්රවර්ධන කිරීම ජාත්යන්තර අපරාධ යුක්තිය දිනය ලෙසද මෙය හැදින්වේ෴
377,1.42E+18,7/16/2021 2:48,Other,කියන ආචාර් මහාචාර්යවරු කතා කරන්නෙ අධිකරණයෙ විභාග නඩුවක් උසාවියෙන් ඇප නොදී ඉන්න ත්රස්තවාදී චෝදනා තියෙන දෙන්නෙ උවමනාවම පාස්කු ප්රහාරයේ වින්දිත යුක්තිය ඉටු කරන්න තිබ්බා
379,1.42E+18,7/15/2021 4:46,Politics,වැදගත් කාරණා සහා පෙහෙලිකා කෝ පිලිතුර නැති වු ජිවිත සදහා යුක්තිය ගෙන එමට පොරොන්දු වු විරුවානනි ඔබ නිහඩ
381,1.42E+18,7/14/2021 12:52,Politics,පාස්කු ප්රහාරයට යුක්තිය ඉටු වෙල නැද්ද අඩේ මම හිතුවෙ සේරම ඉවර කරලා තමා රට හදන ගමන යන්නෙ කියලා ශී ශී වැඩේ කැතයි ස
383,1.42E+18,7/14/2021 12:52,Politics,පාස්කු ප්රහාරයට යුක්තිය ඉටු වෙල නැද්ද අඩේ මම හිතුවෙ සේරම ඉවර කරලා තමා රට හදන ගමන
385,1.41E+18,7/13/2021 14:52,Other,යුක්තිය ඉටුකිරීම කඩිනම් කරන ඉල්ලා ජනපතිට පිටු ලිපි
387,1.41E+18,7/13/2021 13:27,Politics,පාස්කු ප්රහාරය යුක්තිය ඉටුකිරීම කඩිනම් කරන ඉල්ලා ජනපතිට ලිපි පාස්කු ප්රහාරය ජාතික කතෝලික ප්රකාශක කමිටු පිටු කින් සමන්විත ලිපි අද ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා විස්තර
389,1.41E+18,7/11/2021 17:09,Other,කෙනෙක් කෙනෙක් මරන්න පෙළඹෙන්නෙ එක්කො පළිගැනීමක හෝ දඬුවමක් තමන් හරියි කියලා හිතන යුක්තිය සාධාරණත්වය ඉෂ්ඨ කරන්න එහෙම නැත්නම් තමාට අනාගතයේදී කෙනාගෙන් එල්ල විය හැකි තර්ජනයකින් බේරෙන්න පෙර සූදානමක
391,1.41E+18,7/11/2021 15:17,Crime,තිදරු මව සහේට ගෙන දියණියන් දෙදෙනෙකු අපයෝජන කරලා වසර කට පසු යුක්තිය ඉෂ්ඨ වේ ළමා නිවාසයේ සිටි එක් දැරියක නීතිඥවරියක
393,1.41E+18,7/11/2021 15:17,Crime,තිදරු මව සහේට ගෙන දියණියන් දෙදෙනෙකු අපයෝජන කරලා වසර කට පසු යුක්තිය ඉෂ්ඨ වේ ළමා නිවාසයේ සිටි එක් දැරියක නීතිඥවරියක
395,1.41E+18,7/11/2021 14:45,Crime,තිදරු මව සහේට ගෙන දියණියන් දෙදෙනෙකු අපයෝජන කරලා වසර කට පසු යුක්තිය ඉෂ්ඨ වේ ළමා නිවාසයේ සිටි එක් දැරියක නීතිඥවරියක
397,1.42E+18,7/16/2021 13:10,Other,සෞඛ්ය මාර්ගෝපදේශයන්ට ඔට්ටු ඇල්ලීම ස්ථාන විවෘත කිරීමට ශාලාවන් සංගීත සංදර්ශන අවසර
399,1.42E+18,7/16/2021 12:49,Entertainment,සංගීත යාගේ දොස් පැවරීමේ ආහාරය පැහැදිලිව විස්තර කර එය ඔහුට ගැලපේ හරි ගිම්හාන කෑගැසීම මගේ කන්වල පාට පාට පතුලේ චලන වීමට ගත්තේ එලෙසිනි එය පැවසීමෙන් ධාවනය කිරීමෙන් පසු එය අසම්පූර්ණ විය
401,1.42E+18,7/16/2021 8:12,Other,ඔක්කොම ඉවරයි කියලා හිතල අපි විනෝද වෙමු සංගීත සංදර්ශනයක් එහෙම දාල
403,1.42E+18,7/16/2021 7:08,Entertainment,සංචරණ සීම ලිහිල් කිරම සෞඛ්ය මාර්ගෝපදේශ මාලාවක සෞඛ්ය සේවා අධ්යක්ෂ ජනරාල්වරයා නිකුත් කර තිබේ ශාලාවේ ධාරිතාවෙන් අසුන් සීමාවන් යටත්ව අද දිනයේ ක්රියාත්මක ශාලාවන් සංගීත සංදර්ශන පැවැත්වී අවසර ලබාදී තිබේ කෙසේ නමු
405,1.42E+18,7/16/2021 6:07,Entertainment,අද දිනයේ ක්රියාත්මක ශාලාවන් සංගීත සංදර්ශන පැවැත්වී අවසර ලබාදී තිබෙනව ශාලාවේ ධාරිතාවෙන් අසුන් සීමාවන් යටත්වයි කෙසේ එළිමහන් සැණකෙළි සංදර්ශන පැවැත්වී අවසර ලබාදී නොමැති බව සෞඛ්ය සේවා අධ්යක්ෂ
407,1.42E+18,7/16/2021 5:36,Entertainment,සෞඛ්ය මාර්ගෝපදේශ ගෘහස්ථ සංගීත සංදර්ශන පමණක අවසර ශාලා අසුන් ධාරිතාවෙන් එළිමහන් අවසර නැත නවාතැන් ස්ථාන බෝඩි නිවාස විවෘත කිරීමට අවසර ඔට්ටු ඇල්ලීම ස්ථාන විවෘත කිරීමට අවසර සත්ව උද්යාන වනජීවි උද්යාන විවෘත කිරීමට අවසර
409,1.42E+18,7/16/2021 5:28,Entertainment,ක්ෂේත්ර රැසක සීම ලිහිල් කෙරේ ගෘහස්ථ සංගීත සංදර්ශන අවස්ථාව
411,1.42E+18,7/16/2021 5:13,Entertainment,සීමාවන් යටත්ව සංගීත සංදර්ශන අවසර විස්තර
413,1.42E+18,7/16/2021 4:43,Entertainment,ගෘහස්ථ සංගීත සංදර්ශන කිහිපයක අද අවසර
415,1.42E+18,7/14/2021 1:35,Entertainment,අතීත මතක වසර කට පෙර එළිමහන් සංගීත ප්රසංගයක් සම්බන්ධ පෝස්ටර
417,1.41E+18,7/12/2021 14:27,Entertainment,දින තුන හතරේ දානෙ නැතිව ඉඳල තියෙනවාමම ඒදවස් වල සංගීත කණ්ඩාය
419,1.41E+18,7/11/2021 15:48,Entertainment,ක්ම අපේ වගේ සාහිත්ය චිත්රපට සංගීත වේදිකා නාට්ය කලාවේන් අන්ද ඌ සමාජයක ආදරය ප්ර
421,1.41E+18,7/10/2021 11:48,Entertainment,සිනමාපටයේ පළමු පූර්ව ප්රචාරක පෝස්ටර මීට සුලු මොහොතක පෙර අන්තර්ජාල නිකුත් කළා අධ්යක්ශණය කරන සිනමාපටයට රංගනයෙන් එක්වී සිටී සංගීත අධ්යක්ෂණය විසිනි
423,1.42E+18,7/17/2021 5:47,Politics,කොවිඩ් මර්දනයට එන්නත්කරණය ඇතුළුව රජය ගෙනයන වැඩපිළිවෙළ කොතලාවල ආරක්ෂක විශ්වවිද්යාල පනත සම්බන්ධ ජනාධිපති ගෝඨාභය රාජපක්ෂ මැතිතුමා සංඝරත්න දැනුවත කළේය ජනවාරි මස දින ඇස්ට්රාසෙනිකා පළමු එන්නත තොග ලැබීමේ ලද සියලුම එන්නත ල
425,1.42E+18,7/16/2021 15:25,Politics,ජනාධිපති ගෝඨාභය රාජපක්ශ මහතා
427,1.42E+18,7/16/2021 13:37,Politics,රෝගාබාධයන්ට ලක්ව නිවෙස්වලින් බැහැරවිය නොහැකි අය ජංගම එන්නත්කරණ සේවාවක කඩිනමි ආරම්භ කරන ජනාධිපති ගෝඨාභය රාජපක්ෂ මැතිතුමා නිලධාරීන්ට උපදෙස දෙයි
429,1.42E+18,7/16/2021 10:55,Politics,ජංගම එන්නත්කරණ සේවාවක අවශ්යයි ජනපති කොවිඩ් මර්දන එන්නත්කරණය ජංගම එන්නත්කරණ සේවාවක කඩිනමි ආරම්භ කරන ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා සෞඛ්ය නිලධාරීන්ට උපදෙස තිබේ විස්තර
431,1.42E+18,7/16/2021 10:28,Politics,ආණ්ඩුවේ මර්දනයට එරෙහි වෘත්තිය සමිති බහු ජන සංවිධාන එකමුතුව දියත් කළ විරෝධතාවය අසලින් ජනාධිපති ගෝඨාභය රාජපක්ෂ ගමන් කළ
433,1.42E+18,7/16/2021 8:42,Politics,සමහර අයට තරහ ගෝඨාභය ජනාධිපතිතුමාගේ වචන පෙළක ශවේන්ද්ර වැඩේ පොඩ්ඩක් බලන්න ටික කිව්වම සමහරක් ගෙ කටින් ලෝකෙ නැති කුනුහරප එලිය එනව
435,1.42E+18,7/16/2021 2:54,Politics,අධ්යාපන ප්රතිසංස්කරණ එරෙහි උද්ඝෝෂණ නිරතවන්නන් කළ යුත්ත වර්තමාන ගැළපෙන අධ්යාපන ක්රමවේද ඉදිරිපත් කිරීම දේශපාලන අභිමතාර්ථ පෙනී සිටීම නො ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා පවසයි
437,1.42E+18,7/15/2021 16:14,Politics,අධ්යාපන ප්රතිසංස්කරණ එරෙහි උද්ඝෝෂණ නිරතවන්නන් කළ යුත්ත වර්තමාන ගැළපෙන අධ්යාපන ක්රමවේද ඉදිරිපත් කිරීම දේශපාලන අභිමතාර්ථ පෙනී සිටීම නො ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා පවසයි
439,1.42E+18,7/14/2021 17:20,Politics,ගෝඨාභය රාජපක්ෂ වගේ නායකයෙක් රටේ ජනාධිපති වෙලා හිටියනම් අද රවීලා අස්සෙ බැංකු මංකොල්ල
441,1.42E+18,7/14/2021 16:49,Politics,ජනාධිපති නීතීඥ සංජීව ජයවර්ධන ශ්රී ලංකා බැංකුවේ මුදල් මණ්ඩල යළි පාර්ලිමේන්තු සභාවේ අනුමැති ඇතිව අතිගරු ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා ජනාධිපති නීතීඥ සංජීව ජයවර්ධන මහතා ජූනි දා වසර ධුර කාලයක් ශ්රී ලංකා
443,1.42E+18,7/14/2021 16:30,Politics,උද්ඝෝෂණ වර්ජන පාගා ගැහිලි අමතර දීමනා ඉල්ලීම හමුදාව වැඩේ හරිය කරන දන්නා තමයි ගෝඨාභය ජනාධිපතිතුමා හමුදාව වැඩේ කරන්න කියලා උපදෙස දුන්නේ
